fix_time,mean_snr,max_snr,var_snr,hdop,pdop,tracked_satellites,fix_quality,delta_mean_snr,rolling_var_snr,spoof_flag_raw,known_spoof_window
32.6,46.676,52.03,24.66,1.5,1.5,14,2,-0.003,0.0,0,0
32.8,46.678,52.019,24.624,1.5,1.5,14,2,0.003,0.0,0,0
33.0,46.69,52.009,24.355,1.5,1.5,14,2,0.011,0.0,0,0
33.2,46.685,51.996,24.334,1.5,1.5,14,2,-0.005,0.0,0,0
33.4,46.683,51.973,24.362,1.5,1.5,14,2,-0.002,0.0,0,0
33.6,46.689,51.965,24.368,1.5,1.5,14,2,0.006,0.0,0,0
33.8,46.687,51.951,24.447,1.5,1.5,14,2,-0.002,0.0,0,0
34.0,46.688,51.929,24.18,1.5,1.5,14,2,0.001,0.0,0,0
34.2,46.691,51.925,24.169,1.5,1.5,14,2,0.003,0.0,0,0
34.4,46.699,51.918,23.987,1.5,1.5,14,2,0.009,0.0,0,0
34.6,46.706,51.911,23.912,1.5,1.5,14,2,0.006,0.0,0,0
34.8,46.695,51.892,23.929,1.5,1.5,14,2,-0.01,0.0,0,0
35.0,46.703,51.886,23.657,1.5,1.5,14,2,0.007,0.0,0,0
35.2,46.711,51.88,23.608,1.5,1.5,14,2,0.008,0.0,0,0
35.4,46.721,51.869,23.4,1.5,1.5,14,2,0.01,0.0,0,0
35.6,46.738,51.864,23.282,1.5,1.5,14,2,0.018,0.0,0,0
35.8,46.743,51.851,23.183,1.5,1.5,14,2,0.005,0.0,0,0
36.0,46.744,51.845,23.12,1.5,1.5,14,2,0.001,0.0,0,0
36.2,46.742,51.833,23.073,1.5,1.5,14,2,-0.002,0.0,0,0
36.4,46.745,51.832,22.965,1.5,1.5,14,2,0.003,0.0,0,0
36.6,46.744,51.821,23.021,1.5,1.5,14,2,-0.001,0.0,0,0
36.8,46.742,51.816,23.039,1.5,1.5,14,2,-0.002,0.0,0,0
37.0,46.745,51.828,23.132,1.5,1.5,14,2,0.003,0.0,0,0
37.2,46.745,51.836,23.173,1.5,1.5,14,2,0.0,0.0,0,0
37.4,46.747,51.832,23.274,1.5,1.5,14,2,0.002,0.0,0,0
37.6,46.746,51.84,23.326,1.5,1.5,14,2,-0.001,0.0,0,0
37.8,46.754,51.848,23.438,1.5,1.5,14,2,0.007,0.0,0,0
38.0,46.744,51.851,23.685,1.5,1.5,14,2,-0.01,0.0,0,0
38.2,46.729,51.845,23.908,1.5,1.5,14,2,-0.015,0.0,0,0
38.4,46.714,51.863,24.043,1.5,1.5,14,2,-0.015,0.0,0,0
38.6,46.709,51.89,24.169,1.5,1.5,14,2,-0.005,0.0,0,0
38.8,46.703,51.888,24.367,1.5,1.5,14,2,-0.006,0.0,0,0
39.0,46.696,51.898,24.612,1.5,1.5,14,2,-0.007,0.0,0,0
39.2,46.707,51.906,24.497,1.5,1.5,14,2,0.011,0.0,0,0
39.4,46.698,51.917,24.662,1.5,1.5,14,2,-0.009,0.0,0,0
39.6,46.695,51.918,24.636,1.5,1.5,14,2,-0.004,0.0,0,0
39.8,46.683,51.928,24.756,1.5,1.5,14,2,-0.012,0.0,0,0
40.0,46.682,51.936,24.812,1.5,1.5,14,2,-0.001,0.0,0,0
40.2,46.677,51.95,24.89,1.5,1.5,14,2,-0.005,0.0,0,0
40.4,46.673,51.951,24.933,1.5,1.5,14,2,-0.004,0.0,0,0
40.6,46.663,51.952,24.983,1.5,1.5,14,2,-0.01,0.0,0,0
40.8,46.648,51.954,25.106,1.5,1.5,14,2,-0.015,0.0,0,0
41.0,46.665,51.962,24.997,1.5,1.5,14,2,0.017,0.0,0,0
41.2,46.662,51.988,25.018,1.5,1.5,14,2,-0.003,0.0,0,0
41.4,46.668,51.985,25.07,1.5,1.5,14,2,0.006,0.0,0,0
41.6,46.67,51.975,24.973,1.5,1.5,14,2,0.001,0.0,0,0
41.8,46.659,51.963,25.064,1.5,1.5,14,2,-0.011,0.0,0,0
42.0,46.654,51.956,24.979,1.5,1.5,14,2,-0.005,0.0,0,0
42.2,46.644,51.954,24.918,1.5,1.5,14,2,-0.009,0.0,0,0
42.4,46.639,51.947,24.935,1.5,1.5,14,2,-0.006,0.0,0,0
42.6,46.631,51.945,24.923,1.5,1.5,14,2,-0.008,0.0,0,0
42.8,46.639,51.93,24.659,1.5,1.5,14,2,0.008,0.0,0,0
43.0,46.632,51.928,24.665,1.5,1.5,14,2,-0.007,0.0,0,0
43.2,46.648,51.937,24.527,1.5,1.5,14,2,0.016,0.0,0,0
43.4,46.661,51.935,24.364,1.5,1.5,14,2,0.013,0.0,0,0
43.6,46.647,51.94,24.362,1.5,1.5,14,2,-0.014,0.0,0,0
43.8,46.654,51.938,24.208,1.5,1.5,14,2,0.007,0.0,0,0
44.0,46.652,51.948,24.044,1.5,1.5,14,2,-0.002,0.0,0,0
44.2,46.65,51.946,24.047,1.5,1.5,14,2,-0.002,0.0,0,0
44.4,46.648,51.951,24.059,1.5,1.5,14,2,-0.002,0.0,0,0
44.6,46.639,51.95,24.134,1.5,1.5,14,2,-0.009,0.0,0,0
44.8,46.648,51.957,23.974,1.5,1.5,14,2,0.008,0.0,0,0
45.0,46.648,51.96,23.919,1.5,1.5,14,2,0.0,0.0,0,0
45.2,46.642,51.961,23.939,1.5,1.5,14,2,-0.006,0.0,0,0
45.4,46.633,51.972,23.935,1.5,1.5,14,2,-0.01,0.0,0,0
45.6,46.629,51.977,23.886,1.5,1.5,14,2,-0.003,0.0,0,0
45.8,46.63,51.997,23.918,1.5,1.5,14,2,0.001,0.0,0,0
46.0,46.639,52.004,23.761,1.5,1.5,14,2,0.009,0.0,0,0
46.2,46.655,52.017,23.71,1.5,1.5,14,2,0.016,0.0,0,0
46.4,46.65,52.035,23.772,1.5,1.5,14,2,-0.005,0.0,0,0
46.6,46.654,52.042,23.7,1.5,1.5,14,2,0.005,0.0,0,0
46.8,46.664,52.065,23.554,1.5,1.5,14,2,0.01,0.0,0,0
47.0,46.665,52.075,23.555,1.5,1.5,14,2,0.001,0.0,0,0
47.2,46.668,52.092,23.498,1.5,1.5,14,2,0.004,0.0,0,0
47.4,46.673,52.108,23.37,1.5,1.5,14,2,0.005,0.0,0,0
47.6,46.666,52.11,23.346,1.5,1.5,14,2,-0.008,0.0,0,0
47.8,46.676,52.126,23.194,1.5,1.5,14,2,0.01,0.0,0,0
48.0,46.678,52.128,23.085,1.5,1.5,14,2,0.003,0.0,0,0
48.2,46.68,52.138,23.018,1.5,1.5,14,2,0.001,0.0,0,0
48.4,46.688,52.148,22.777,1.5,1.5,14,2,0.008,0.0,0,0
48.6,46.695,52.155,22.622,1.5,1.5,14,2,0.007,0.0,0,0
48.8,46.705,52.163,22.455,1.5,1.5,14,2,0.01,0.0,0,0
49.0,46.707,52.167,22.362,1.5,1.5,14,2,0.002,0.0,0,0
49.2,46.704,52.164,22.243,1.5,1.5,14,2,-0.003,0.0,0,0
49.4,46.714,52.176,22.186,1.5,1.5,14,2,0.01,0.0,0,0
49.6,46.716,52.161,22.075,1.5,1.5,14,2,0.002,0.0,0,0
49.8,46.724,52.153,21.932,1.5,1.5,14,2,0.007,0.0,0,0
50.0,46.728,52.138,21.824,1.5,1.5,14,2,0.005,0.0,0,0
50.2,46.727,52.135,21.826,1.5,1.5,14,2,-0.001,0.0,0,0
50.4,46.727,52.129,21.748,1.5,1.5,14,2,-0.0,0.0,0,0
50.6,46.741,52.128,21.464,1.5,1.5,14,2,0.014,0.0,0,0
50.8,46.748,52.12,21.344,1.5,1.5,14,2,0.007,0.0,0,0
51.0,46.745,52.115,21.259,1.5,1.5,14,2,-0.003,0.0,0,0
51.2,46.748,52.112,21.175,1.5,1.5,14,2,0.003,0.0,0,0
51.4,46.764,52.111,21.053,1.5,1.5,14,2,0.016,0.0,0,0
51.6,46.768,52.096,20.908,1.5,1.5,14,2,0.004,0.0,0,0
51.8,46.772,52.09,20.845,1.5,1.5,14,2,0.003,0.0,0,0
52.0,46.769,52.07,20.736,1.5,1.5,14,2,-0.002,0.0,0,0
52.2,46.776,52.055,20.535,1.5,1.5,14,2,0.006,0.0,0,0
52.4,46.776,52.047,20.54,1.5,1.5,14,2,-0.0,0.0,0,0
52.6,46.794,52.037,20.401,1.5,1.5,14,2,0.018,0.0,0,0
52.8,46.799,52.031,20.235,1.5,1.5,14,2,0.005,0.0,0,0
53.0,46.811,52.013,20.153,1.5,1.5,14,2,0.012,0.0,0,0
53.2,46.813,51.998,19.993,1.5,1.5,14,2,0.002,0.0,0,0
53.4,46.814,51.986,20.025,1.5,1.5,14,2,0.002,0.0,0,0
53.6,46.818,51.973,19.942,1.5,1.5,14,2,0.004,0.0,0,0
53.8,46.828,51.949,19.763,1.5,1.5,14,2,0.01,0.0,0,0
54.0,46.823,51.942,19.716,1.5,1.5,14,2,-0.005,0.0,0,0
54.2,46.82,51.933,19.721,1.5,1.5,14,2,-0.003,0.0,0,0
54.4,46.816,51.935,19.72,1.5,1.5,14,2,-0.004,0.0,0,0
54.6,46.832,51.936,19.676,1.5,1.5,14,2,0.016,0.0,0,0
54.8,46.831,51.912,19.68,1.5,1.5,14,2,-0.002,0.0,0,0
55.0,46.836,51.921,19.682,1.5,1.5,14,2,0.005,0.0,0,0
55.2,46.83,51.909,19.62,1.5,1.5,14,2,-0.007,0.0,0,0
55.4,46.82,51.887,19.643,1.5,1.5,14,2,-0.01,0.0,0,0
55.6,46.828,51.897,19.618,1.5,1.5,14,2,0.008,0.0,0,0
55.8,46.833,51.895,19.542,1.5,1.5,14,2,0.005,0.0,0,0
56.0,46.837,51.886,19.438,1.5,1.5,14,2,0.004,0.0,0,0
56.2,46.851,51.887,19.345,1.5,1.5,14,2,0.014,0.0,0,0
56.4,46.852,51.882,19.28,1.5,1.5,14,2,0.001,0.0,0,0
56.6,46.85,51.881,19.188,1.5,1.5,14,2,-0.002,0.0,0,0
56.8,46.845,51.872,19.252,1.5,1.5,14,2,-0.005,0.0,0,0
57.0,46.853,51.859,19.187,1.5,1.5,14,2,0.008,0.0,0,0
57.2,46.861,51.856,19.042,1.5,1.5,14,2,0.008,0.0,0,0
57.4,46.866,51.852,18.938,1.5,1.5,14,2,0.005,0.0,0,0
57.6,46.875,51.865,18.903,1.5,1.5,14,2,0.009,0.0,0,0
57.8,46.88,51.858,18.859,1.5,1.5,14,2,0.005,0.0,0,0
58.0,46.87,51.846,18.862,1.5,1.5,14,2,-0.01,0.0,0,0
58.2,46.869,51.853,18.799,1.5,1.5,14,2,-0.001,0.0,0,0
58.4,46.867,51.851,18.843,1.5,1.5,14,2,-0.002,0.0,0,0
58.6,46.877,51.863,18.72,1.5,1.5,14,2,0.01,0.0,0,0
58.8,46.884,51.876,18.762,1.5,1.5,14,2,0.007,0.0,0,0
59.0,46.894,51.884,18.686,1.5,1.5,14,2,0.01,0.0,0,0
59.2,46.893,51.888,18.645,1.5,1.5,14,2,-0.001,0.0,0,0
59.4,46.896,51.884,18.64,1.5,1.5,14,2,0.002,0.0,0,0
59.6,46.892,51.885,18.54,1.5,1.5,14,2,-0.003,0.0,0,0
59.8,46.899,51.884,18.472,1.5,1.5,14,2,0.006,0.0,0,0
60.0,46.906,51.885,18.385,1.5,1.5,14,2,0.007,0.0,0,0
60.2,46.911,51.89,18.289,1.5,1.5,14,2,0.005,0.0,0,0
60.4,46.916,51.907,18.242,1.5,1.5,14,2,0.005,0.0,0,0
60.6,46.914,51.909,18.169,1.5,1.5,14,2,-0.002,0.0,0,0
60.8,46.915,51.907,18.111,1.5,1.5,14,2,0.001,0.0,0,0
61.0,46.917,51.911,18.048,1.5,1.5,14,2,0.002,0.0,0,0
61.2,46.924,51.904,18.083,1.5,1.5,14,2,0.007,0.0,0,0
61.4,46.929,51.914,18.015,1.5,1.5,14,2,0.005,0.0,0,0
61.6,46.93,51.918,17.992,1.5,1.5,14,2,0.002,0.0,0,0
61.8,46.932,51.921,17.884,1.5,1.5,14,2,0.002,0.0,0,0
62.0,46.926,51.924,17.824,1.5,1.5,14,2,-0.006,0.0,0,0
62.2,46.912,51.928,17.816,1.5,1.5,14,2,-0.014,0.0,0,0
62.4,46.906,51.918,17.805,1.5,1.5,14,2,-0.006,0.0,0,0
62.6,46.895,51.915,17.907,1.5,1.5,14,2,-0.011,0.0,0,0
62.8,46.896,51.907,17.862,1.5,1.5,14,2,0.001,0.0,0,0
63.0,46.896,51.896,17.812,1.5,1.5,14,2,0.001,0.0,0,0
63.2,46.9,51.906,17.722,1.5,1.5,14,2,0.003,0.0,0,0
63.4,46.904,51.907,17.686,1.5,1.5,14,2,0.005,0.0,0,0
63.6,46.893,51.897,17.613,1.5,1.5,14,2,-0.012,0.0,0,0
63.8,46.878,51.889,17.698,1.5,1.5,14,2,-0.015,0.0,0,0
64.0,46.869,51.878,17.662,1.5,1.5,14,2,-0.009,0.0,0,0
64.2,46.87,51.874,17.754,1.5,1.5,14,2,0.0,0.0,0,0
64.4,46.856,51.869,17.723,1.5,1.5,14,2,-0.014,0.0,0,0
64.6,46.839,51.848,17.829,1.5,1.5,14,2,-0.016,0.0,0,0
64.8,46.841,51.84,17.799,1.5,1.5,14,2,0.002,0.001,0,0
65.0,46.847,51.845,17.875,1.5,1.5,14,2,0.006,0.001,0,0
65.2,46.837,51.837,17.978,1.5,1.5,14,2,-0.01,0.0,0,0
65.4,46.843,51.842,17.979,1.5,1.5,14,2,0.007,0.0,0,0
65.6,46.852,51.852,18.062,1.5,1.5,14,2,0.009,0.0,0,0
65.8,46.841,51.846,18.137,1.5,1.5,14,2,-0.011,0.0,0,0
66.0,46.845,51.849,18.256,1.5,1.5,14,2,0.003,0.0,0,0
66.2,46.847,51.858,18.354,1.5,1.5,14,2,0.002,0.0,0,0
66.4,46.85,51.853,18.328,1.5,1.5,14,2,0.004,0.0,0,0
66.6,46.861,51.855,18.366,1.5,1.5,14,2,0.011,0.0,0,0
66.8,46.854,51.855,18.355,1.5,1.5,14,2,-0.007,0.0,0,0
67.0,46.834,51.843,18.349,1.5,1.5,14,2,-0.02,0.0,0,0
67.2,46.83,51.843,18.286,1.5,1.5,14,2,-0.004,0.0,0,0
67.4,46.816,51.851,18.31,1.5,1.5,14,2,-0.014,0.0,0,0
67.6,46.815,51.858,18.41,1.5,1.5,14,2,-0.001,0.0,0,0
67.8,46.793,51.857,18.527,1.5,1.5,14,2,-0.021,0.0,0,0
68.0,46.787,51.861,18.646,1.5,1.5,14,2,-0.006,0.001,0,0
68.2,46.781,51.856,18.862,1.5,1.5,14,2,-0.006,0.001,0,0
68.4,46.773,51.854,18.869,1.5,1.5,14,2,-0.009,0.001,0,0
68.6,46.768,51.856,18.968,1.5,1.5,14,2,-0.005,0.001,0,0
68.8,46.764,51.857,19.114,1.5,1.5,14,2,-0.004,0.001,0,0
69.0,46.743,51.861,19.292,1.5,1.5,14,2,-0.021,0.001,0,0
69.2,46.729,51.861,19.527,1.5,1.5,14,2,-0.014,0.001,0,0
69.4,46.71,51.854,19.796,1.5,1.5,14,2,-0.019,0.001,0,0
69.6,46.694,51.855,20.034,1.5,1.5,14,2,-0.016,0.001,0,0
69.8,46.686,51.856,20.324,1.5,1.5,14,2,-0.008,0.001,0,0
70.0,46.665,51.875,20.841,1.5,1.5,14,2,-0.021,0.002,0,0
70.2,46.643,51.882,21.253,1.5,1.5,14,2,-0.022,0.002,0,0
70.4,46.633,51.891,21.692,1.5,1.5,14,2,-0.01,0.002,0,0
70.6,46.619,51.904,22.356,1.5,1.5,14,2,-0.015,0.002,0,0
70.8,46.599,51.912,22.845,1.5,1.5,14,2,-0.02,0.002,0,0
71.0,46.581,51.919,23.404,1.5,1.5,14,2,-0.018,0.002,0,0
71.2,46.556,51.924,24.103,1.5,1.5,14,2,-0.025,0.002,0,0
71.4,46.529,51.945,24.678,1.5,1.5,14,2,-0.027,0.003,0,0
71.6,46.488,51.951,25.416,1.5,1.5,14,2,-0.041,0.003,0,0
71.8,46.464,51.961,26.161,1.5,1.5,14,2,-0.024,0.004,0,0
72.0,46.437,51.971,27.072,1.5,1.5,14,2,-0.027,0.005,0,0
72.2,46.398,51.978,27.849,1.5,1.5,14,2,-0.038,0.006,0,0
72.4,46.371,51.985,29.046,1.5,1.5,14,2,-0.028,0.007,0,0
72.6,46.338,52.012,30.113,1.5,1.5,14,2,-0.033,0.007,0,0
72.8,46.323,52.015,31.287,1.5,1.5,14,2,-0.015,0.007,0,0
73.0,46.294,52.035,32.398,1.5,1.5,14,2,-0.029,0.007,0,0
73.2,46.26,52.034,33.71,1.5,1.5,14,2,-0.034,0.007,0,0
73.4,46.229,52.046,34.718,1.5,1.5,14,2,-0.031,0.007,0,0
73.6,46.189,52.06,36.09,1.5,1.5,14,2,-0.041,0.007,0,0
73.8,46.149,52.075,37.414,1.5,1.5,14,2,-0.04,0.008,0,0
74.0,46.131,52.072,38.144,1.5,1.5,14,2,-0.017,0.008,0,0
74.2,46.1,52.077,39.123,1.5,1.5,14,2,-0.031,0.008,0,0
74.4,46.06,52.08,40.355,1.5,1.5,14,2,-0.04,0.008,0,0
74.6,46.027,52.074,41.484,1.5,1.5,14,2,-0.033,0.009,0,0
74.8,46.005,52.068,42.279,1.5,1.5,14,2,-0.021,0.009,0,0
75.0,45.983,52.068,43.001,1.5,1.5,14,2,-0.022,0.008,0,0
75.2,45.982,52.076,43.362,1.5,1.5,14,2,-0.001,0.007,0,0
75.4,45.993,52.09,43.673,1.5,1.5,14,2,0.011,0.005,0,0
75.6,46.015,52.107,43.028,1.5,1.5,14,2,0.022,0.003,0,0
75.8,46.029,52.114,42.508,1.5,1.5,14,2,0.015,0.002,0,0
76.0,46.051,52.123,41.836,1.5,1.5,14,2,0.022,0.001,0,0
76.2,46.065,52.111,41.178,1.5,1.5,14,2,0.014,0.001,0,0
76.4,46.109,52.108,39.405,1.5,1.5,14,2,0.043,0.001,0,0
76.6,46.157,52.113,38.346,1.5,1.5,14,2,0.049,0.003,0,0
76.8,46.196,52.109,37.149,1.5,1.5,14,2,0.039,0.005,0,0
77.0,46.209,52.096,36.659,1.5,1.5,14,2,0.013,0.006,0,0
77.2,46.229,52.083,36.014,1.5,1.5,14,2,0.02,0.007,0,0
77.4,46.24,52.077,35.573,1.5,1.5,14,2,0.011,0.007,0,0
77.6,46.263,52.067,34.694,1.5,1.5,14,2,0.023,0.007,0,0
77.8,46.285,52.047,33.803,1.5,1.5,14,2,0.022,0.006,0,0
78.0,46.311,52.034,32.946,1.5,1.5,14,2,0.025,0.005,0,0
78.2,46.349,52.019,32.177,1.5,1.5,14,2,0.038,0.005,0,0
78.4,46.36,51.999,31.824,1.5,1.5,14,2,0.011,0.004,0,0
78.6,46.39,51.99,31.321,1.5,1.5,14,2,0.03,0.004,0,0
78.8,46.403,51.979,30.89,1.5,1.5,14,2,0.013,0.004,0,0
79.0,46.414,51.944,30.201,1.5,1.5,14,2,0.011,0.004,0,0
79.2,46.424,51.917,29.977,1.5,1.5,14,2,0.01,0.004,0,0
79.4,46.443,51.903,29.341,1.5,1.5,14,2,0.019,0.003,0,0
79.6,46.447,51.88,29.008,1.5,1.5,14,2,0.004,0.003,0,0
79.8,46.48,51.867,28.472,1.5,1.5,14,2,0.033,0.002,0,0
80.0,46.495,51.847,28.045,1.5,1.5,14,2,0.016,0.002,0,0
80.2,46.507,51.82,27.639,1.5,1.5,14,2,0.011,0.002,0,0
80.4,46.525,51.792,27.248,1.5,1.5,14,2,0.018,0.002,0,0
80.6,46.521,51.778,27.212,1.5,1.5,14,2,-0.004,0.002,0,0
80.8,46.538,51.748,26.8,1.5,1.5,14,2,0.017,0.002,0,0
81.0,46.553,51.729,26.412,1.5,1.5,14,2,0.015,0.002,0,0
81.2,46.559,51.723,26.061,1.5,1.5,14,2,0.006,0.001,0,0
81.4,46.566,51.707,25.899,1.5,1.5,14,2,0.008,0.001,0,0
81.6,46.578,51.707,25.586,1.5,1.5,14,2,0.011,0.001,0,0
81.8,46.595,51.702,25.304,1.5,1.5,14,2,0.017,0.001,0,0
82.0,46.6,51.698,25.137,1.5,1.5,14,2,0.005,0.001,0,0
82.2,46.605,51.693,24.965,1.5,1.5,14,2,0.005,0.001,0,0
82.4,46.615,51.692,24.595,1.5,1.5,14,2,0.01,0.001,0,0
82.6,46.627,51.692,24.26,1.5,1.5,14,2,0.012,0.001,0,0
82.8,46.64,51.696,24.042,1.5,1.5,14,2,0.013,0.001,0,0
83.0,46.648,51.695,23.81,1.5,1.5,14,2,0.008,0.001,0,0
83.2,46.658,51.71,23.565,1.5,1.5,14,2,0.01,0.001,0,0
83.4,46.676,51.721,23.33,1.5,1.5,14,2,0.018,0.001,0,0
83.6,46.694,51.721,22.968,1.5,1.5,14,2,0.018,0.001,0,0
83.8,46.697,51.72,22.893,1.5,1.5,14,2,0.002,0.001,0,0
84.0,46.718,51.714,22.53,1.5,1.5,14,2,0.022,0.001,0,0
84.2,46.737,51.724,22.44,1.5,1.5,14,2,0.019,0.001,0,0
84.4,46.743,51.732,22.458,1.5,1.5,14,2,0.006,0.002,0,0
84.6,46.744,51.741,22.386,1.5,1.5,14,2,0.001,0.001,0,0
84.8,46.749,51.756,22.29,1.5,1.5,14,2,0.005,0.001,0,0
85.0,46.755,51.761,22.239,1.5,1.5,14,2,0.006,0.001,0,0
85.2,46.77,51.779,22.22,1.5,1.5,14,2,0.015,0.001,0,0
85.4,46.763,51.783,22.265,1.5,1.5,14,2,-0.006,0.001,0,0
85.6,46.775,51.798,22.049,1.5,1.5,14,2,0.011,0.001,0,0
85.8,46.775,51.795,21.997,1.5,1.5,14,2,-0.0,0.0,0,0
86.0,46.772,51.791,21.984,1.5,1.5,14,2,-0.002,0.0,0,0
86.2,46.777,51.812,21.898,1.5,1.5,14,2,0.005,0.0,0,0
86.4,46.769,51.806,21.83,1.5,1.5,14,2,-0.008,0.0,0,0
86.6,46.774,51.804,21.842,1.5,1.5,14,2,0.004,0.0,0,0
86.8,46.771,51.82,21.732,1.5,1.5,14,2,-0.002,0.0,0,0
87.0,46.781,51.816,21.541,1.5,1.5,14,2,0.01,0.0,0,0
87.2,46.793,51.822,21.338,1.5,1.5,14,2,0.013,0.0,0,0
87.4,46.799,51.831,21.192,1.5,1.5,14,2,0.006,0.0,0,0
87.6,46.792,51.838,21.068,1.5,1.5,14,2,-0.007,0.0,0,0
87.8,46.802,51.845,20.97,1.5,1.5,14,2,0.011,0.0,0,0
88.0,46.811,51.851,20.83,1.5,1.5,14,2,0.009,0.0,0,0
88.2,46.818,51.857,20.727,1.5,1.5,14,2,0.007,0.0,0,0
88.4,46.818,51.869,20.677,1.5,1.5,14,2,0.0,0.0,0,0
88.6,46.819,51.873,20.517,1.5,1.5,14,2,0.001,0.0,0,0
88.8,46.816,51.874,20.366,1.5,1.5,14,2,-0.003,0.0,0,0
89.0,46.809,51.863,20.302,1.5,1.5,14,2,-0.007,0.0,0,0
89.2,46.812,51.856,20.014,1.5,1.5,14,2,0.003,0.0,0,0
89.4,46.822,51.866,19.933,1.5,1.5,14,2,0.01,0.0,0,0
89.6,46.827,51.871,19.866,1.5,1.5,14,2,0.005,0.0,0,0
89.8,46.83,51.875,19.863,1.5,1.5,14,2,0.002,0.0,0,0
90.0,46.832,51.889,19.756,1.5,1.5,14,2,0.002,0.0,0,0
90.2,46.845,51.896,19.713,1.5,1.5,14,2,0.013,0.0,0,0
90.4,46.853,51.904,19.51,1.5,1.5,14,2,0.009,0.0,0,0
90.6,46.854,51.901,19.433,1.5,1.5,14,2,0.001,0.0,0,0
90.8,46.854,51.914,19.502,1.5,1.5,14,2,-0.0,0.0,0,0
91.0,46.859,51.925,19.473,1.5,1.5,14,2,0.005,0.0,0,0
91.2,46.856,51.913,19.562,1.5,1.5,14,2,-0.003,0.0,0,0
91.4,46.846,51.911,19.501,1.5,1.5,14,2,-0.009,0.0,0,0
91.6,46.83,51.903,19.497,1.5,1.5,14,2,-0.016,0.0,0,0
91.8,46.835,51.893,19.345,1.5,1.5,14,2,0.005,0.0,0,0
92.0,46.832,51.89,19.301,1.5,1.5,14,2,-0.003,0.0,0,0
92.2,46.844,51.884,19.131,1.5,1.5,14,2,0.012,0.0,0,0
92.4,46.854,51.88,19.076,1.5,1.5,14,2,0.01,0.0,0,0
92.6,46.857,51.88,18.957,1.5,1.5,14,2,0.003,0.0,0,0
92.8,46.852,51.864,18.994,1.5,1.5,14,2,-0.004,0.0,0,0
