fix_time,mean_snr,max_snr,var_snr,hdop,pdop,tracked_satellites,fix_quality,delta_mean_snr,rolling_var_snr,spoof_flag_raw,known_spoof_window
47.0,46.626,51.936,23.929,1.5,1.5,14,2,0.007,0.0,0,0
47.2,46.628,51.938,23.871,1.5,1.5,14,2,0.003,0.0,0,0
47.4,46.617,51.942,23.899,1.5,1.5,14,2,-0.012,0.0,0,0
47.6,46.609,51.951,23.932,1.5,1.5,14,2,-0.008,0.0,0,0
47.8,46.607,51.959,23.864,1.5,1.5,14,2,-0.002,0.0,0,0
48.0,46.604,51.973,23.944,1.5,1.5,14,2,-0.003,0.0,0,0
48.2,46.612,51.982,23.851,1.5,1.5,14,2,0.008,0.0,0,0
48.4,46.623,51.99,23.727,1.5,1.5,14,2,0.011,0.0,0,0
48.6,46.619,52.005,23.828,1.5,1.5,14,2,-0.004,0.0,0,0
48.8,46.626,52.015,23.756,1.5,1.5,14,2,0.007,0.0,0,0
49.0,46.635,52.038,23.58,1.5,1.5,14,2,0.009,0.0,0,0
49.2,46.635,52.049,23.612,1.5,1.5,14,2,-0.001,0.0,0,0
49.4,46.635,52.065,23.527,1.5,1.5,14,2,0.001,0.0,0,0
49.6,46.642,52.083,23.441,1.5,1.5,14,2,0.006,0.0,0,0
49.8,46.634,52.087,23.43,1.5,1.5,14,2,-0.008,0.0,0,0
50.0,46.641,52.102,23.284,1.5,1.5,14,2,0.007,0.0,0,0
50.2,46.642,52.108,23.2,1.5,1.5,14,2,0.001,0.0,0,0
50.4,46.651,52.114,23.108,1.5,1.5,14,2,0.009,0.0,0,0
50.6,46.654,52.118,22.897,1.5,1.5,14,2,0.002,0.0,0,0
50.8,46.661,52.124,22.785,1.5,1.5,14,2,0.007,0.0,0,0
51.0,46.663,52.136,22.562,1.5,1.5,14,2,0.002,0.0,0,0
51.2,46.671,52.133,22.484,1.5,1.5,14,2,0.008,0.0,0,0
51.4,46.666,52.136,22.371,1.5,1.5,14,2,-0.005,0.0,0,0
51.6,46.674,52.144,22.303,1.5,1.5,14,2,0.008,0.0,0,0
51.8,46.67,52.13,22.147,1.5,1.5,14,2,-0.004,0.0,0,0
52.0,46.687,52.123,22.001,1.5,1.5,14,2,0.017,0.0,0,0
52.2,46.692,52.11,21.902,1.5,1.5,14,2,0.005,0.0,0,0
52.4,46.69,52.107,21.843,1.5,1.5,14,2,-0.002,0.0,0,0
52.6,46.694,52.1,21.775,1.5,1.5,14,2,0.004,0.0,0,0
52.8,46.71,52.104,21.47,1.5,1.5,14,2,0.017,0.0,0,0
53.0,46.72,52.098,21.373,1.5,1.5,14,2,0.01,0.0,0,0
53.2,46.714,52.096,21.283,1.5,1.5,14,2,-0.007,0.0,0,0
53.4,46.724,52.088,21.205,1.5,1.5,14,2,0.01,0.0,0,0
53.6,46.738,52.088,21.054,1.5,1.5,14,2,0.014,0.0,0,0
53.8,46.74,52.07,20.83,1.5,1.5,14,2,0.002,0.0,0,0
54.0,46.744,52.068,20.794,1.5,1.5,14,2,0.005,0.0,0,0
54.2,46.743,52.047,20.667,1.5,1.5,14,2,-0.001,0.0,0,0
54.4,46.753,52.037,20.519,1.5,1.5,14,2,0.009,0.0,0,0
54.6,46.751,52.023,20.495,1.5,1.5,14,2,-0.002,0.0,0,0
54.8,46.764,52.012,20.377,1.5,1.5,14,2,0.013,0.0,0,0
55.0,46.773,52.007,20.21,1.5,1.5,14,2,0.009,0.0,0,0
55.2,46.781,51.992,20.128,1.5,1.5,14,2,0.008,0.0,0,0
55.4,46.789,51.975,19.982,1.5,1.5,14,2,0.007,0.0,0,0
55.6,46.791,51.965,19.962,1.5,1.5,14,2,0.002,0.0,0,0
55.8,46.793,51.951,19.924,1.5,1.5,14,2,0.002,0.0,0,0
56.0,46.8,51.929,19.79,1.5,1.5,14,2,0.006,0.0,0,0
56.2,46.802,51.92,19.745,1.5,1.5,14,2,0.002,0.0,0,0
56.4,46.798,51.905,19.71,1.5,1.5,14,2,-0.004,0.0,0,0
56.6,46.791,51.909,19.74,1.5,1.5,14,2,-0.006,0.0,0,0
56.8,46.807,51.905,19.673,1.5,1.5,14,2,0.016,0.0,0,0
57.0,46.806,51.886,19.669,1.5,1.5,14,2,-0.001,0.0,0,0
57.2,46.811,51.892,19.639,1.5,1.5,14,2,0.005,0.0,0,0
57.4,46.806,51.88,19.606,1.5,1.5,14,2,-0.006,0.0,0,0
57.6,46.799,51.861,19.685,1.5,1.5,14,2,-0.006,0.0,0,0
57.8,46.803,51.873,19.627,1.5,1.5,14,2,0.004,0.0,0,0
58.0,46.811,51.869,19.555,1.5,1.5,14,2,0.008,0.0,0,0
58.2,46.815,51.861,19.417,1.5,1.5,14,2,0.004,0.0,0,0
58.4,46.825,51.858,19.273,1.5,1.5,14,2,0.01,0.0,0,0
58.6,46.826,51.853,19.28,1.5,1.5,14,2,0.001,0.0,0,0
58.8,46.82,51.851,19.188,1.5,1.5,14,2,-0.006,0.0,0,0
59.0,46.818,51.839,19.245,1.5,1.5,14,2,-0.002,0.0,0,0
59.2,46.824,51.821,19.129,1.5,1.5,14,2,0.006,0.0,0,0
59.4,46.834,51.816,19.041,1.5,1.5,14,2,0.01,0.0,0,0
59.6,46.843,51.817,18.937,1.5,1.5,14,2,0.008,0.0,0,0
59.8,46.843,51.833,18.906,1.5,1.5,14,2,0.0,0.0,0,0
60.0,46.854,51.826,18.847,1.5,1.5,14,2,0.011,0.0,0,0
60.2,46.842,51.816,18.84,1.5,1.5,14,2,-0.012,0.0,0,0
60.4,46.849,51.821,18.821,1.5,1.5,14,2,0.007,0.0,0,0
60.6,46.837,51.819,18.821,1.5,1.5,14,2,-0.012,0.0,0,0
60.8,46.846,51.833,18.707,1.5,1.5,14,2,0.009,0.0,0,0
61.0,46.857,51.848,18.734,1.5,1.5,14,2,0.011,0.0,0,0
61.2,46.865,51.859,18.656,1.5,1.5,14,2,0.008,0.0,0,0
61.4,46.869,51.859,18.579,1.5,1.5,14,2,0.003,0.0,0,0
61.6,46.864,51.853,18.555,1.5,1.5,14,2,-0.005,0.0,0,0
61.8,46.863,51.851,18.48,1.5,1.5,14,2,-0.001,0.0,0,0
62.0,46.877,51.852,18.451,1.5,1.5,14,2,0.014,0.0,0,0
62.2,46.882,51.854,18.334,1.5,1.5,14,2,0.005,0.0,0,0
62.4,46.885,51.863,18.263,1.5,1.5,14,2,0.003,0.0,0,0
62.6,46.885,51.875,18.213,1.5,1.5,14,2,0.001,0.0,0,0
62.8,46.886,51.875,18.089,1.5,1.5,14,2,0.001,0.0,0,0
63.0,46.891,51.874,18.07,1.5,1.5,14,2,0.005,0.0,0,0
63.2,46.896,51.879,18.016,1.5,1.5,14,2,0.005,0.0,0,0
63.4,46.9,51.87,18.017,1.5,1.5,14,2,0.004,0.0,0,0
63.6,46.905,51.875,17.973,1.5,1.5,14,2,0.005,0.0,0,0
63.8,46.902,51.88,17.946,1.5,1.5,14,2,-0.003,0.0,0,0
64.0,46.906,51.885,17.831,1.5,1.5,14,2,0.004,0.0,0,0
64.2,46.893,51.89,17.786,1.5,1.5,14,2,-0.013,0.0,0,0
64.4,46.882,51.889,17.816,1.5,1.5,14,2,-0.012,0.0,0,0
64.6,46.88,51.882,17.773,1.5,1.5,14,2,-0.002,0.0,0,0
64.8,46.865,51.887,17.843,1.5,1.5,14,2,-0.015,0.0,0,0
65.0,46.867,51.882,17.868,1.5,1.5,14,2,0.003,0.0,0,0
65.2,46.865,51.869,17.829,1.5,1.5,14,2,-0.003,0.0,0,0
65.4,46.868,51.876,17.708,1.5,1.5,14,2,0.004,0.0,0,0
65.6,46.867,51.875,17.636,1.5,1.5,14,2,-0.002,0.0,0,0
65.8,46.863,51.864,17.591,1.5,1.5,14,2,-0.004,0.0,0,0
66.0,46.843,51.859,17.679,1.5,1.5,14,2,-0.02,0.0,0,0
66.2,46.838,51.853,17.633,1.5,1.5,14,2,-0.005,0.0,0,0
66.4,46.833,51.844,17.703,1.5,1.5,14,2,-0.005,0.0,0,0
66.6,46.823,51.836,17.717,1.5,1.5,14,2,-0.01,0.0,0,0
66.8,46.808,51.823,17.795,1.5,1.5,14,2,-0.015,0.0,0,0
67.0,46.807,51.819,17.794,1.5,1.5,14,2,-0.001,0.001,0,0
67.2,46.813,51.82,17.836,1.5,1.5,14,2,0.006,0.001,0,0
67.4,46.807,51.813,17.963,1.5,1.5,14,2,-0.006,0.0,0,0
67.6,46.812,51.814,18.001,1.5,1.5,14,2,0.005,0.0,0,0
67.8,46.817,51.825,18.042,1.5,1.5,14,2,0.006,0.0,0,0
68.0,46.813,51.819,18.161,1.5,1.5,14,2,-0.005,0.0,0,0
68.2,46.809,51.821,18.24,1.5,1.5,14,2,-0.004,0.0,0,0
68.4,46.811,51.827,18.312,1.5,1.5,14,2,0.002,0.0,0,0
68.6,46.82,51.822,18.356,1.5,1.5,14,2,0.009,0.0,0,0
68.8,46.824,51.825,18.348,1.5,1.5,14,2,0.004,0.0,0,0
69.0,46.821,51.826,18.361,1.5,1.5,14,2,-0.004,0.0,0,0
69.2,46.808,51.817,18.386,1.5,1.5,14,2,-0.012,0.0,0,0
69.4,46.796,51.818,18.298,1.5,1.5,14,2,-0.012,0.0,0,0
69.6,46.785,51.821,18.375,1.5,1.5,14,2,-0.011,0.0,0,0
69.8,46.786,51.829,18.461,1.5,1.5,14,2,0.002,0.0,0,0
70.0,46.761,51.829,18.561,1.5,1.5,14,2,-0.025,0.0,0,0
70.2,46.757,51.83,18.707,1.5,1.5,14,2,-0.005,0.001,0,0
70.4,46.75,51.829,18.838,1.5,1.5,14,2,-0.007,0.001,0,0
70.6,46.737,51.825,18.858,1.5,1.5,14,2,-0.013,0.001,0,0
70.8,46.737,51.83,18.969,1.5,1.5,14,2,0.001,0.001,0,0
71.0,46.73,51.828,19.165,1.5,1.5,14,2,-0.007,0.001,0,0
71.2,46.706,51.827,19.327,1.5,1.5,14,2,-0.024,0.001,0,0
71.4,46.693,51.83,19.576,1.5,1.5,14,2,-0.014,0.001,0,0
71.6,46.682,51.825,19.819,1.5,1.5,14,2,-0.011,0.001,0,0
71.8,46.662,51.826,20.089,1.5,1.5,14,2,-0.02,0.001,0,0
72.0,46.653,51.832,20.418,1.5,1.5,14,2,-0.008,0.001,0,0
72.2,46.633,51.851,20.849,1.5,1.5,14,2,-0.02,0.001,0,0
72.4,46.619,51.862,21.267,1.5,1.5,14,2,-0.015,0.002,0,0
72.6,46.603,51.864,21.727,1.5,1.5,14,2,-0.015,0.002,0,0
72.8,46.589,51.876,22.37,1.5,1.5,14,2,-0.015,0.002,0,0
73.0,46.567,51.88,22.886,1.5,1.5,14,2,-0.021,0.002,0,0
73.2,46.552,51.892,23.445,1.5,1.5,14,2,-0.015,0.002,0,0
73.4,46.526,51.896,24.147,1.5,1.5,14,2,-0.026,0.002,0,0
73.6,46.5,51.917,24.737,1.5,1.5,14,2,-0.026,0.003,0,0
73.8,46.464,51.925,25.534,1.5,1.5,14,2,-0.036,0.003,0,0
74.0,46.437,51.935,26.195,1.5,1.5,14,2,-0.028,0.004,0,0
74.2,46.412,51.944,27.096,1.5,1.5,14,2,-0.025,0.005,0,0
74.4,46.372,51.946,28.01,1.5,1.5,14,2,-0.039,0.006,0,0
74.6,46.333,51.958,29.15,1.5,1.5,14,2,-0.04,0.007,0,0
74.8,46.306,51.974,30.268,1.5,1.5,14,2,-0.026,0.007,0,0
75.0,46.288,51.982,31.455,1.5,1.5,14,2,-0.019,0.008,0,0
75.2,46.262,51.997,32.689,1.5,1.5,14,2,-0.026,0.008,0,0
75.4,46.222,51.999,33.954,1.5,1.5,14,2,-0.04,0.008,0,0
75.6,46.195,52.018,35.052,1.5,1.5,14,2,-0.027,0.007,0,0
75.8,46.157,52.03,36.363,1.5,1.5,14,2,-0.039,0.008,0,0
76.0,46.126,52.043,37.487,1.5,1.5,14,2,-0.031,0.008,0,0
76.2,46.097,52.036,38.169,1.5,1.5,14,2,-0.029,0.008,0,0
76.4,46.066,52.04,39.1,1.5,1.5,14,2,-0.031,0.008,0,0
76.6,46.021,52.049,40.486,1.5,1.5,14,2,-0.045,0.008,0,0
76.8,45.996,52.049,41.54,1.5,1.5,14,2,-0.025,0.009,0,0
77.0,45.974,52.041,42.256,1.5,1.5,14,2,-0.022,0.009,0,0
77.2,45.954,52.042,42.891,1.5,1.5,14,2,-0.02,0.008,0,0
77.4,45.956,52.045,43.184,1.5,1.5,14,2,0.002,0.007,0,0
77.6,45.963,52.058,43.332,1.5,1.5,14,2,0.007,0.005,0,0
77.8,45.983,52.069,42.942,1.5,1.5,14,2,0.021,0.003,0,0
78.0,46.004,52.079,42.416,1.5,1.5,14,2,0.02,0.002,0,0
78.2,46.02,52.088,41.679,1.5,1.5,14,2,0.016,0.001,0,0
78.4,46.041,52.079,40.951,1.5,1.5,14,2,0.021,0.001,0,0
78.6,46.082,52.079,39.353,1.5,1.5,14,2,0.041,0.002,0,0
78.8,46.118,52.084,38.445,1.5,1.5,14,2,0.036,0.003,0,0
79.0,46.163,52.075,37.167,1.5,1.5,14,2,0.045,0.005,0,0
79.2,46.173,52.059,36.765,1.5,1.5,14,2,0.009,0.006,0,0
79.4,46.188,52.045,36.2,1.5,1.5,14,2,0.016,0.006,0,0
79.6,46.193,52.035,35.82,1.5,1.5,14,2,0.005,0.006,0,0
79.8,46.221,52.02,34.968,1.5,1.5,14,2,0.028,0.006,0,0
80.0,46.246,52.006,33.951,1.5,1.5,14,2,0.025,0.005,0,0
80.2,46.274,51.997,33.136,1.5,1.5,14,2,0.028,0.005,0,0
80.4,46.311,51.984,32.329,1.5,1.5,14,2,0.036,0.004,0,0
80.6,46.32,51.969,31.996,1.5,1.5,14,2,0.01,0.004,0,0
80.8,46.355,51.959,31.411,1.5,1.5,14,2,0.034,0.004,0,0
81.0,46.37,51.951,30.954,1.5,1.5,14,2,0.015,0.005,0,0
81.2,46.378,51.921,30.4,1.5,1.5,14,2,0.008,0.005,0,0
81.4,46.388,51.893,30.09,1.5,1.5,14,2,0.01,0.004,0,0
81.6,46.407,51.875,29.389,1.5,1.5,14,2,0.019,0.004,0,0
81.8,46.415,51.853,29.136,1.5,1.5,14,2,0.008,0.003,0,0
82.0,46.438,51.837,28.562,1.5,1.5,14,2,0.024,0.002,0,0
82.2,46.458,51.814,28.193,1.5,1.5,14,2,0.02,0.002,0,0
82.4,46.472,51.786,27.793,1.5,1.5,14,2,0.014,0.002,0,0
82.6,46.484,51.76,27.25,1.5,1.5,14,2,0.012,0.002,0,0
82.8,46.486,51.745,27.21,1.5,1.5,14,2,0.002,0.002,0,0
83.0,46.506,51.713,26.765,1.5,1.5,14,2,0.02,0.002,0,0
83.2,46.513,51.693,26.448,1.5,1.5,14,2,0.007,0.002,0,0
83.4,46.526,51.686,26.102,1.5,1.5,14,2,0.013,0.001,0,0
83.6,46.53,51.672,25.986,1.5,1.5,14,2,0.005,0.001,0,0
83.8,46.543,51.675,25.815,1.5,1.5,14,2,0.012,0.001,0,0
84.0,46.556,51.668,25.479,1.5,1.5,14,2,0.014,0.001,0,0
84.2,46.563,51.667,25.296,1.5,1.5,14,2,0.006,0.001,0,0
84.4,46.569,51.664,25.118,1.5,1.5,14,2,0.006,0.001,0,0
84.6,46.574,51.658,24.718,1.5,1.5,14,2,0.005,0.001,0,0
84.8,46.59,51.66,24.356,1.5,1.5,14,2,0.017,0.001,0,0
85.0,46.596,51.66,24.136,1.5,1.5,14,2,0.006,0.001,0,0
85.2,46.611,51.659,23.855,1.5,1.5,14,2,0.015,0.001,0,0
85.4,46.625,51.678,23.694,1.5,1.5,14,2,0.014,0.001,0,0
85.6,46.639,51.689,23.359,1.5,1.5,14,2,0.014,0.001,0,0
85.8,46.663,51.685,23.047,1.5,1.5,14,2,0.024,0.001,0,0
86.0,46.665,51.683,22.909,1.5,1.5,14,2,0.002,0.001,0,0
86.2,46.695,51.679,22.601,1.5,1.5,14,2,0.031,0.002,0,0
86.4,46.704,51.686,22.519,1.5,1.5,14,2,0.009,0.002,0,0
86.6,46.709,51.693,22.569,1.5,1.5,14,2,0.005,0.002,0,0
86.8,46.711,51.704,22.483,1.5,1.5,14,2,0.002,0.002,0,0
87.0,46.727,51.717,22.427,1.5,1.5,14,2,0.016,0.001,0,0
87.2,46.729,51.726,22.346,1.5,1.5,14,2,0.002,0.001,0,0
87.4,46.745,51.748,22.275,1.5,1.5,14,2,0.016,0.001,0,0
87.6,46.739,51.754,22.261,1.5,1.5,14,2,-0.006,0.001,0,0
87.8,46.756,51.765,22.032,1.5,1.5,14,2,0.016,0.001,0,0
88.0,46.753,51.765,22.006,1.5,1.5,14,2,-0.003,0.0,0,0
88.2,46.748,51.76,21.961,1.5,1.5,14,2,-0.005,0.0,0,0
88.4,46.749,51.783,21.856,1.5,1.5,14,2,0.002,0.0,0,0
88.6,46.748,51.781,21.82,1.5,1.5,14,2,-0.001,0.0,0,0
88.8,46.749,51.775,21.775,1.5,1.5,14,2,0.001,0.0,0,0
89.0,46.746,51.788,21.714,1.5,1.5,14,2,-0.002,0.0,0,0
89.2,46.75,51.787,21.567,1.5,1.5,14,2,0.003,0.0,0,0
89.4,46.765,51.794,21.38,1.5,1.5,14,2,0.015,0.0,0,0
89.6,46.768,51.808,21.212,1.5,1.5,14,2,0.004,0.0,0,0
89.8,46.762,51.812,21.117,1.5,1.5,14,2,-0.007,0.0,0,0
90.0,46.774,51.821,20.92,1.5,1.5,14,2,0.012,0.0,0,0
90.2,46.785,51.829,20.821,1.5,1.5,14,2,0.011,0.0,0,0
90.4,46.787,51.834,20.682,1.5,1.5,14,2,0.002,0.0,0,0
90.6,46.792,51.843,20.661,1.5,1.5,14,2,0.005,0.0,0,0
90.8,46.791,51.844,20.472,1.5,1.5,14,2,-0.001,0.0,0,0
91.0,46.789,51.847,20.351,1.5,1.5,14,2,-0.002,0.0,0,0
91.2,46.785,51.843,20.208,1.5,1.5,14,2,-0.004,0.0,0,0
91.4,46.788,51.839,20.001,1.5,1.5,14,2,0.002,0.0,0,0
91.6,46.798,51.847,19.895,1.5,1.5,14,2,0.011,0.0,0,0
91.8,46.804,51.848,19.784,1.5,1.5,14,2,0.005,0.0,0,0
92.0,46.802,51.846,19.737,1.5,1.5,14,2,-0.002,0.0,0,0
92.2,46.805,51.861,19.744,1.5,1.5,14,2,0.004,0.0,0,0
92.4,46.816,51.865,19.693,1.5,1.5,14,2,0.01,0.0,0,0
92.6,46.82,51.873,19.511,1.5,1.5,14,2,0.004,0.0,0,0
92.8,46.824,51.867,19.445,1.5,1.5,14,2,0.004,0.0,0,0
93.0,46.822,51.88,19.456,1.5,1.5,14,2,-0.002,0.0,0,0
93.2,46.827,51.889,19.45,1.5,1.5,14,2,0.006,0.0,0,0
93.4,46.828,51.881,19.519,1.5,1.5,14,2,0.001,0.0,0,0
93.6,46.815,51.879,19.428,1.5,1.5,14,2,-0.012,0.0,0,0
93.8,46.803,51.868,19.473,1.5,1.5,14,2,-0.012,0.0,0,0
94.0,46.806,51.862,19.342,1.5,1.5,14,2,0.003,0.0,0,0
94.2,46.803,51.857,19.223,1.5,1.5,14,2,-0.003,0.0,0,0
94.4,46.82,51.853,19.126,1.5,1.5,14,2,0.017,0.0,0,0
94.6,46.828,51.845,19.066,1.5,1.5,14,2,0.007,0.0,0,0
94.8,46.829,51.848,18.975,1.5,1.5,14,2,0.001,0.0,0,0
95.0,46.819,51.831,19.001,1.5,1.5,14,2,-0.01,0.0,0,0
